,client_id,Variation,mode,result,Time_AVG,total_time
45049,9862091,Test,confirm,error,0.0,
45050,2578270,Control,start,not succeed,0.0,
45051,4479932,Test,start,not succeed,0.0,
45052,6690524,Test,confirm,error,0.0,
45053,4558798,Control,,succeed,115.0,460.0
45054,112128,Control,confirm,error,0.0,
45055,2105237,Test,,succeed,27.5,110.0
45056,8765518,Test,start,not succeed,0.0,
45057,1350692,Control,confirm,error,0.0,
45058,3093212,Control,step_1,error,0.0,
45059,5253683,Control,step_1,not succeed,0.0,
45060,4886946,Test,start,not succeed,0.0,
45061,1321246,Control,confirm,error,0.0,
45062,1661375,Test,,succeed,62.5,250.0
45063,8621740,Control,step_1,error,0.0,
45064,8477487,Control,confirm,error,0.0,
45065,2497267,Test,,succeed,53.5,214.0
45066,7944080,Test,start,not succeed,0.0,
45067,6955234,Control,confirm,error,0.0,
45068,3541576,Test,,succeed,171.2,685.0
45069,9329761,Test,start,not succeed,0.0,
45070,2630731,Control,start,not succeed,0.0,
45071,6234376,Control,,succeed,42.0,168.0
45072,5729024,Test,confirm,error,0.0,
45073,7932298,Test,start,not succeed,0.0,
45074,79571,Control,confirm,error,0.0,
45075,6639204,Control,confirm,error,0.0,
45076,1404434,Control,confirm,error,0.0,
45077,884588,Control,confirm,error,0.0,
45078,5384379,Control,,succeed,100.8,403.0
45079,4848740,Control,start,not succeed,0.0,
45080,1375567,Test,confirm,error,0.0,
45081,3406078,Control,confirm,error,0.0,
45082,5493415,Control,,succeed,58.0,232.0
45083,5678222,Test,confirm,error,0.0,
45084,6440386,Test,confirm,error,0.0,
45085,8094238,Test,confirm,error,0.0,
45086,4010271,Test,,succeed,25.0,100.0
45087,2839485,Test,confirm,error,0.0,
45088,8118239,Test,start,not succeed,0.0,
45089,5089510,Control,confirm,error,0.0,
45090,2278798,Control,confirm,error,0.0,
45091,9911061,Test,confirm,error,0.0,
45092,2008196,Control,confirm,error,0.0,
45093,436352,Test,start,not succeed,0.0,
45094,9452833,Control,,succeed,35.0,140.0
45095,6251216,Test,confirm,error,0.0,
45096,8982802,Control,,succeed,125.8,503.0
45097,602792,Control,confirm,error,0.0,
45098,849489,Test,,succeed,31.2,125.0
45099,3018537,Control,start,not succeed,0.0,
45100,6759344,Control,start,error,0.0,
45101,8521482,Control,step_1,error,0.0,
45102,5156595,Control,confirm,error,0.0,
45103,1678226,Control,start,not succeed,0.0,
45104,1922986,Test,confirm,error,0.0,
45105,1114974,Test,,succeed,44.2,177.0
45106,2308881,Control,start,not succeed,0.0,
45107,4443580,Control,,succeed,27.8,111.0
45108,6934348,Control,start,not succeed,0.0,
45109,5369289,Control,,succeed,59.0,236.0
45110,2606853,Control,start,not succeed,0.0,
45111,8129324,Test,,succeed,36.8,147.0
45112,5553633,Control,start,not succeed,0.0,
45113,1726121,Control,start,not succeed,0.0,
45114,2834848,Control,start,not succeed,0.0,
45115,4523729,Test,start,not succeed,0.0,
45116,7193788,Test,start,not succeed,0.0,
45117,5216796,Test,,succeed,28.2,113.0
45118,3491788,Control,confirm,error,0.0,
45119,3281711,Control,,succeed,97.2,389.0
45120,4470823,Control,start,not succeed,0.0,
45121,2769641,Test,confirm,error,0.0,
45122,3303111,Test,,succeed,43.0,172.0
45123,8968222,Test,,succeed,44.2,177.0
45124,6980657,Control,start,not succeed,0.0,
45125,6426887,Control,,succeed,40.5,162.0
45126,8606601,Test,start,not succeed,0.0,
45127,6691456,Test,,succeed,89.8,359.0
45128,545887,Control,confirm,error,0.0,
45129,7927686,Control,confirm,error,0.0,
45130,7311742,Control,,succeed,40.0,160.0
45131,9708611,Test,,succeed,78.0,312.0
45132,6130691,Control,,succeed,62.8,251.0
45133,456150,Test,confirm,error,0.0,
45134,2380229,Control,start,not succeed,0.0,
45135,6136101,Test,confirm,error,0.0,
45136,3607167,Test,start,not succeed,0.0,
45137,2593397,Test,confirm,error,0.0,
45138,5510998,Control,confirm,error,0.0,
45139,3141851,Control,,succeed,81.2,325.0
45140,3591357,Control,confirm,error,0.0,
45141,3797928,Control,step_1,error,0.0,
45142,7305811,Control,,succeed,47.8,191.0
45143,357945,Control,start,not succeed,0.0,
45144,3737834,Test,confirm,error,0.0,
45145,421124,Test,confirm,error,0.0,
45146,1169144,Test,confirm,error,0.0,
45147,4344699,Control,,succeed,45.0,180.0
45148,6365485,Control,confirm,error,0.0,
45149,2048285,Test,confirm,error,0.0,
45150,515862,Control,start,not succeed,0.0,
45151,5056977,Control,step_1,error,0.0,
45152,9288745,Test,,succeed,29.0,116.0
45153,358176,Control,,succeed,59.8,239.0
45154,2462987,Test,confirm,error,0.0,
45155,3829756,Test,start,not succeed,0.0,
45156,9427465,Test,start,not succeed,0.0,
45157,2771409,Control,confirm,error,0.0,
45158,7624856,Test,confirm,error,0.0,
45159,9148008,Test,start,not succeed,0.0,
45160,4994289,Test,start,not succeed,0.0,
45161,9857108,Control,start,error,0.0,
45162,8168445,Control,start,error,0.0,
45163,6525521,Control,,succeed,34.2,137.0
45164,771234,Control,,succeed,76.2,305.0
45165,2831054,Test,start,not succeed,0.0,
45166,8256871,Test,,succeed,26.2,105.0
45167,3408917,Test,start,not succeed,0.0,
45168,4932638,Test,,succeed,53.0,212.0
45169,851894,Control,start,not succeed,0.0,
45170,4471620,Test,confirm,error,0.0,
45171,413583,Control,confirm,error,0.0,
45172,6095222,Test,confirm,error,0.0,
45173,2280509,Test,confirm,error,0.0,
45174,3361646,Control,,succeed,60.0,240.0
45175,9903655,Control,start,not succeed,0.0,
45176,9553954,Control,start,not succeed,0.0,
45177,5984207,Test,start,not succeed,0.0,
45178,7544555,Test,confirm,error,0.0,
45179,6391313,Test,confirm,error,0.0,
45180,8779253,Control,,succeed,56.8,227.0
45181,3999004,Control,confirm,error,0.0,
45182,4317222,Control,start,not succeed,0.0,
45183,2405207,Test,confirm,error,0.0,
45184,4983924,Test,confirm,error,0.0,
45185,2620961,Test,,succeed,29.2,117.0
45186,6312740,Control,start,not succeed,0.0,
45187,4809920,Test,start,not succeed,0.0,
45188,7749406,Control,start,not succeed,0.0,
45189,8075801,Test,start,not succeed,0.0,
45190,5759055,Test,start,not succeed,0.0,
45191,2429000,Test,start,not succeed,0.0,
45192,3010287,Test,start,not succeed,0.0,
45193,1823844,Control,confirm,error,0.0,
45194,90360,Test,,succeed,42.2,169.0
45195,3267869,Control,start,not succeed,0.0,
45196,5926428,Control,,succeed,53.8,215.0
45197,5677350,Control,,succeed,34.5,138.0
45198,3134144,Test,,succeed,102.8,411.0
45199,1450793,Test,start,not succeed,0.0,
45200,8055,Test,,succeed,74.2,297.0
45201,3210373,Control,confirm,error,0.0,
45202,4619869,Test,confirm,error,0.0,
45203,4870498,Control,,succeed,43.2,173.0
45204,718351,Test,start,not succeed,0.0,
45205,550972,Control,start,not succeed,0.0,
45206,6497909,Control,start,not succeed,0.0,
45207,4026200,Test,start,not succeed,0.0,
45208,9821817,Test,start,not succeed,0.0,
45209,4674490,Test,,succeed,34.0,136.0
45210,2659072,Test,confirm,error,0.0,
45211,2002384,Test,start,not succeed,0.0,
45212,2792305,Test,confirm,error,0.0,
45213,7550662,Control,,succeed,17.8,71.0
45214,7411340,Test,,succeed,82.8,331.0
45215,4369,Test,,succeed,158.0,632.0
45216,3436512,Control,,succeed,76.5,306.0
45217,9136110,Test,start,not succeed,0.0,
45218,3014147,Control,start,not succeed,0.0,
45219,9607484,Test,,succeed,28.0,112.0
45220,7619560,Test,confirm,error,0.0,
45221,8734702,Test,confirm,error,0.0,
45222,9526214,Test,start,not succeed,0.0,
45223,9793340,Control,,succeed,166.0,664.0
45224,1055796,Control,start,not succeed,0.0,
45225,9406998,Test,start,not succeed,0.0,
45226,3813353,Test,,succeed,78.5,314.0
45227,6707447,Test,,succeed,105.8,423.0
45228,5691391,Control,start,not succeed,0.0,
45229,4589107,Test,confirm,error,0.0,
45230,372780,Test,confirm,error,0.0,
45231,1555223,Control,start,not succeed,0.0,
45232,7722964,Test,confirm,error,0.0,
45233,8984930,Test,confirm,error,0.0,
45234,5117848,Control,step_3,error,0.0,
45235,6620247,Test,confirm,error,0.0,
45236,6856193,Test,start,not succeed,0.0,
45237,506615,Test,,succeed,39.0,156.0
45238,4063057,Test,,succeed,46.0,184.0
45239,7815864,Control,,succeed,87.0,348.0
45240,5238437,Control,start,error,0.0,
45241,5476772,Control,confirm,error,0.0,
45242,1516160,Control,confirm,error,0.0,
45243,2038595,Test,confirm,error,0.0,
45244,4409014,Test,,succeed,35.8,143.0
45245,1476956,Test,,succeed,70.5,282.0
45246,293841,Control,confirm,error,0.0,
45247,8585529,Control,,succeed,70.5,282.0
45248,4176901,Test,start,not succeed,0.0,
45249,9330012,Test,confirm,error,0.0,
45250,5755875,Control,,succeed,34.8,139.0
45251,7290342,Test,start,not succeed,0.0,
45252,1511490,Test,confirm,error,0.0,
45253,8969101,Test,start,not succeed,0.0,
45254,1168552,Control,start,not succeed,0.0,
45255,7109570,Test,confirm,error,0.0,
45256,8094263,Test,,succeed,112.5,450.0
45257,986882,Control,start,not succeed,0.0,
45258,2609599,Control,,succeed,26.0,104.0
45259,2890508,Control,start,error,0.0,
45260,1183489,Control,confirm,error,0.0,
45261,6198270,Test,,succeed,115.0,460.0
45262,7118661,Control,,succeed,99.5,398.0
45263,5334482,Test,step_2,not succeed,0.0,
45264,9574514,Control,,succeed,65.8,263.0
45265,9108723,Control,start,error,0.0,
45266,423183,Control,step_1,error,0.0,
45267,8798725,Control,,succeed,33.2,133.0
45268,7385788,Test,,succeed,47.8,191.0
45269,3568941,Control,start,not succeed,0.0,
45270,2576489,Test,start,not succeed,0.0,
45271,471388,Control,start,not succeed,0.0,
45272,7416691,Test,,succeed,70.5,282.0
45273,2406259,Control,start,not succeed,0.0,
45274,6056987,Test,,succeed,75.0,300.0
45275,5854902,Test,,succeed,28.5,114.0
45276,8729798,Test,start,not succeed,0.0,
45277,484134,Test,start,not succeed,0.0,
45278,5906907,Test,start,not succeed,0.0,
45279,7965530,Test,,succeed,87.8,351.0
45280,4432653,Test,confirm,error,0.0,
45281,1429449,Control,confirm,error,0.0,
45282,4213595,Test,confirm,error,0.0,
45283,332101,Test,,succeed,30.0,120.0
45284,4165625,Control,start,not succeed,0.0,
45285,6733674,Test,confirm,error,0.0,
45286,5079756,Control,start,not succeed,0.0,
45287,2238081,Control,start,error,0.0,
45288,9045550,Control,,succeed,82.8,331.0
45289,3016026,Test,confirm,error,0.0,
45290,1874782,Control,step_1,error,0.0,
45291,8252250,Control,,succeed,51.8,207.0
45292,9514497,Test,confirm,error,0.0,
45293,1880255,Test,,succeed,109.2,437.0
45294,8744291,Control,,succeed,34.8,139.0
45295,8614928,Test,confirm,error,0.0,
45296,1897060,Control,start,not succeed,0.0,
45297,1084969,Test,confirm,error,0.0,
45298,1906444,Control,,succeed,91.5,366.0
45299,1648441,Control,,succeed,60.8,243.0
45300,6967120,Control,,succeed,49.8,199.0
45301,8422671,Control,confirm,error,0.0,
45302,8302067,Control,confirm,error,0.0,
45303,3906580,Test,start,not succeed,0.0,
45304,5509830,Control,step_3,not succeed,0.0,
45305,5882333,Test,confirm,error,0.0,
45306,5626200,Control,,succeed,31.0,124.0
45307,9848708,Test,confirm,error,0.0,
45308,6785076,Control,,succeed,46.8,187.0
45309,2478508,Control,,succeed,94.2,377.0
45310,133742,Test,confirm,error,0.0,
45311,5740925,Control,start,not succeed,0.0,
45312,6902415,Control,start,not succeed,0.0,
45313,899327,Test,,succeed,154.2,617.0
45314,2375127,Test,confirm,error,0.0,
45315,510941,Control,confirm,error,0.0,
45316,2471147,Control,confirm,error,0.0,
45317,9250886,Test,start,not succeed,0.0,
45318,1782307,Control,,succeed,24.8,99.0
45319,2523858,Control,start,not succeed,0.0,
45320,40439,Test,,succeed,17.8,71.0
45321,7680883,Test,start,not succeed,0.0,
45322,9350432,Test,start,not succeed,0.0,
45323,2680639,Test,start,not succeed,0.0,
45324,3815171,Test,,succeed,50.5,202.0
45325,375831,Control,start,not succeed,0.0,
45326,1115570,Control,confirm,error,0.0,
45327,3115857,Control,start,not succeed,0.0,
45328,6451939,Test,,succeed,91.2,365.0
45329,7828026,Test,start,not succeed,0.0,
45330,9677140,Control,start,not succeed,0.0,
45331,525401,Control,confirm,error,0.0,
45332,8882046,Test,confirm,error,0.0,
45333,437780,Control,start,not succeed,0.0,
45334,4059897,Control,confirm,error,0.0,
45335,4066795,Control,,succeed,113.0,452.0
45336,6347873,Control,start,not succeed,0.0,
45337,4371805,Test,start,not succeed,0.0,
45338,1671477,Control,start,error,0.0,
45339,1166874,Test,,succeed,92.0,368.0
45340,8150905,Test,start,not succeed,0.0,
45341,2338427,Control,,succeed,59.2,237.0
45342,3457331,Test,,succeed,41.5,166.0
45343,1563051,Test,start,not succeed,0.0,
45344,7839492,Control,start,not succeed,0.0,
45345,3139038,Test,confirm,error,0.0,
45346,3252218,Control,,succeed,84.2,337.0
45347,6048205,Test,,succeed,50.8,203.0
45348,5959013,Control,confirm,error,0.0,
45349,964325,Test,confirm,error,0.0,
45350,9553937,Control,start,not succeed,0.0,
45351,2704676,Test,confirm,error,0.0,
45352,6379561,Test,start,error,0.0,
45353,3727439,Test,,succeed,38.0,152.0
45354,5034259,Test,start,not succeed,0.0,
45355,7034055,Test,confirm,error,0.0,
45356,2408776,Test,confirm,error,0.0,
45357,4430317,Control,start,not succeed,0.0,
45358,5588219,Control,confirm,error,0.0,
45359,5115159,Test,,succeed,66.5,266.0
45360,3310984,Test,confirm,error,0.0,
45361,1822632,Control,start,not succeed,0.0,
45362,9708581,Test,start,not succeed,0.0,
45363,8183780,Test,,succeed,227.8,911.0
45364,2876118,Test,confirm,error,0.0,
45365,7286298,Test,start,not succeed,0.0,
45366,7205939,Test,,succeed,40.0,160.0
45367,2473294,Test,start,not succeed,0.0,
45368,4785398,Control,confirm,error,0.0,
45369,817310,Test,,succeed,111.2,445.0
45370,7630153,Test,confirm,error,0.0,
45371,7267276,Control,,succeed,51.8,207.0
45372,3465286,Control,,succeed,39.5,158.0
45373,2116544,Test,start,not succeed,0.0,
45374,950296,Control,start,not succeed,0.0,
45375,3248832,Control,,succeed,59.2,237.0
45376,2722104,Control,start,not succeed,0.0,
45377,3919884,Control,start,not succeed,0.0,
45378,1620705,Test,start,not succeed,0.0,
45379,3449485,Test,confirm,error,0.0,
45380,5777101,Control,start,not succeed,0.0,
45381,7898751,Control,,succeed,74.0,296.0
45382,4105118,Test,confirm,error,0.0,
45383,9786097,Test,start,not succeed,0.0,
45384,6496128,Test,confirm,error,0.0,
45385,501472,Test,confirm,error,0.0,
45386,3897297,Test,confirm,error,0.0,
45387,4305620,Test,confirm,error,0.0,
45388,8850307,Control,,succeed,78.8,315.0
45389,1212666,Test,,succeed,53.0,212.0
45390,4218088,Control,confirm,error,0.0,
45391,3800685,Test,start,not succeed,0.0,
45392,6382704,Test,,succeed,134.2,537.0
45393,7189473,Control,confirm,error,0.0,
45394,8240915,Control,,succeed,46.5,186.0
45395,4800788,Control,confirm,error,0.0,
45396,5531315,Control,confirm,error,0.0,
45397,5532596,Control,confirm,error,0.0,
45398,4459434,Test,confirm,error,0.0,
45399,8954204,Test,start,not succeed,0.0,
45400,4495039,Test,start,not succeed,0.0,
45401,5878089,Test,confirm,error,0.0,
45402,395814,Control,,succeed,16.2,65.0
45403,8245307,Control,,succeed,72.8,291.0
45404,5431578,Test,start,not succeed,0.0,
45405,2337192,Test,,succeed,51.2,205.0
45406,2445093,Test,,succeed,95.8,383.0
45407,9171660,Test,start,not succeed,0.0,
45408,7494174,Test,confirm,error,0.0,
45409,568759,Test,start,not succeed,0.0,
45410,3517942,Control,start,not succeed,0.0,
45411,2097904,Test,confirm,error,0.0,
45412,2449759,Test,confirm,error,0.0,
45413,370633,Test,start,not succeed,0.0,
45414,6281570,Control,,succeed,47.5,190.0
45415,4746179,Control,start,not succeed,0.0,
45416,2525382,Test,confirm,error,0.0,
45417,2164174,Control,confirm,error,0.0,
45418,559435,Control,confirm,error,0.0,
45419,1858504,Test,start,not succeed,0.0,
45420,3454901,Control,,succeed,135.5,542.0
45421,9058132,Test,,succeed,69.2,277.0
45422,3013018,Test,,succeed,12.2,49.0
45423,2329275,Control,start,not succeed,0.0,
45424,5778962,Test,confirm,error,0.0,
45425,1053249,Control,start,not succeed,0.0,
45426,7052143,Control,start,not succeed,0.0,
45427,3363043,Test,confirm,error,0.0,
45428,1172107,Test,confirm,error,0.0,
45429,5557300,Test,,succeed,68.0,272.0
45430,4795182,Test,start,not succeed,0.0,
45431,523965,Test,start,not succeed,0.0,
45432,4436159,Test,confirm,error,0.0,
45433,2433237,Control,confirm,error,0.0,
45434,511272,Test,confirm,error,0.0,
45435,9117889,Control,start,not succeed,0.0,
45436,5420210,Test,confirm,error,0.0,
45437,971751,Test,,succeed,32.5,130.0
45438,6993533,Control,start,not succeed,0.0,
45439,5346138,Test,start,not succeed,0.0,
45440,9346404,Test,,succeed,18.8,75.0
45441,875936,Control,start,not succeed,0.0,
45442,9205890,Test,,succeed,76.0,304.0
45443,8238021,Test,,succeed,59.0,236.0
45444,4600084,Test,,succeed,29.0,116.0
45445,6737681,Control,confirm,error,0.0,
45446,1798507,Control,,succeed,25.0,100.0
45447,1455063,Test,,succeed,17.0,68.0
45448,9263294,Test,start,not succeed,0.0,
45449,7843744,Control,,succeed,105.0,420.0
45450,7766636,Test,,succeed,71.5,286.0
45451,1922378,Test,confirm,error,0.0,
45452,3453864,Control,start,not succeed,0.0,
45453,1998730,Test,start,not succeed,0.0,
45454,2075347,Test,,succeed,31.8,127.0
45455,1053587,Control,start,not succeed,0.0,
45456,2397900,Control,,succeed,255.5,1022.0
45457,9691282,Control,,succeed,139.0,556.0
45458,8924782,Control,step_1,error,0.0,
45459,1437753,Control,confirm,error,0.0,
45460,9571177,Control,start,not succeed,0.0,
45461,6901974,Test,confirm,error,0.0,
45462,6003085,Test,start,not succeed,0.0,
45463,4543984,Test,,succeed,53.0,212.0
45464,5551641,Test,start,not succeed,0.0,
45465,4417681,Control,,succeed,39.0,156.0
45466,2437813,Test,confirm,error,0.0,
45467,6348223,Control,start,not succeed,0.0,
45468,1760947,Test,confirm,error,0.0,
45469,8656707,Control,start,not succeed,0.0,
45470,8711441,Test,,succeed,72.0,288.0
45471,7070096,Test,,succeed,47.0,188.0
45472,2188972,Control,start,not succeed,0.0,
45473,2875217,Test,,succeed,41.0,164.0
45474,7489736,Control,confirm,error,0.0,
45475,6773463,Test,,succeed,72.0,288.0
45476,7299904,Test,start,not succeed,0.0,
45477,8369912,Test,confirm,error,0.0,
45478,4046178,Test,,succeed,51.8,207.0
45479,5523096,Control,confirm,error,0.0,
45480,6326243,Control,start,not succeed,0.0,
45481,2348840,Control,,succeed,54.0,216.0
45482,7645026,Control,step_1,error,0.0,
45483,1872195,Test,,succeed,39.2,157.0
45484,2529445,Control,start,not succeed,0.0,
45485,1706785,Test,confirm,error,0.0,
45486,8303095,Test,confirm,error,0.0,
45487,4008835,Test,start,not succeed,0.0,
45488,890263,Control,,succeed,50.5,202.0
45489,7945965,Test,confirm,error,0.0,
45490,8468212,Test,confirm,error,0.0,
45491,2328321,Control,confirm,error,0.0,
45492,5687926,Control,start,not succeed,0.0,
45493,7746054,Control,confirm,error,0.0,
45494,4422352,Test,confirm,error,0.0,
45495,648162,Control,confirm,error,0.0,
45496,6587114,Control,confirm,error,0.0,
45497,7744382,Control,,succeed,29.8,119.0
45498,3222319,Test,,succeed,30.8,123.0
45499,1239693,Test,,succeed,58.0,232.0
45500,583570,Control,confirm,error,0.0,
45501,1878553,Control,,succeed,37.2,149.0
45502,7470491,Test,,succeed,72.0,288.0
45503,3250936,Control,confirm,error,0.0,
45504,8626111,Test,,succeed,56.8,227.0
45505,6580700,Control,confirm,error,0.0,
45506,5814124,Control,confirm,error,0.0,
45507,7927402,Test,,succeed,88.2,353.0
45508,4875277,Test,confirm,error,0.0,
45509,9900807,Test,start,not succeed,0.0,
45510,859795,Control,confirm,error,0.0,
45511,6774605,Test,confirm,error,0.0,
45512,8402778,Control,start,error,0.0,
45513,3342333,Test,,succeed,88.2,353.0
45514,6535430,Test,confirm,error,0.0,
45515,5378150,Control,,succeed,31.8,127.0
45516,7468112,Control,,succeed,73.8,295.0
45517,1980210,Test,start,not succeed,0.0,
45518,2952729,Test,start,not succeed,0.0,
45519,7339191,Test,,succeed,158.8,635.0
45520,3302296,Test,confirm,error,0.0,
45521,2180091,Control,start,not succeed,0.0,
45522,7377686,Test,,succeed,26.0,104.0
45523,9477401,Control,,succeed,83.0,332.0
45524,1460992,Test,,succeed,21.5,86.0
45525,965804,Control,,succeed,23.8,95.0
45526,7131214,Test,confirm,error,0.0,
45527,2479866,Test,,succeed,21.5,86.0
45528,4035754,Test,start,not succeed,0.0,
45529,9525559,Control,confirm,error,0.0,
45530,6658155,Test,start,not succeed,0.0,
45531,924947,Test,start,not succeed,0.0,
45532,5258328,Control,start,not succeed,0.0,
45533,3329079,Control,,succeed,24.5,98.0
45534,1050966,Control,confirm,error,0.0,
45535,4389026,Test,confirm,error,0.0,
45536,5374819,Control,,succeed,55.0,220.0
45537,5076704,Control,start,not succeed,0.0,
45538,1149886,Test,,succeed,37.5,150.0
45539,2653016,Control,confirm,error,0.0,
45540,4399094,Test,,succeed,71.2,285.0
45541,3483144,Control,start,error,0.0,
45542,9298375,Control,start,error,0.0,
45543,6522381,Control,start,not succeed,0.0,
45544,7824726,Test,confirm,error,0.0,
45545,6648952,Test,confirm,error,0.0,
45546,1551335,Control,start,not succeed,0.0,
45547,7038812,Control,step_1,error,0.0,
45548,471520,Control,start,error,0.0,
45549,2826504,Test,confirm,error,0.0,
45550,8432508,Control,,succeed,66.8,267.0
45551,2648419,Control,confirm,error,0.0,
45552,6700779,Test,confirm,error,0.0,
45553,8693038,Test,confirm,error,0.0,
45554,1245694,Test,start,not succeed,0.0,
45555,8516632,Control,confirm,error,0.0,
45556,5526741,Test,confirm,error,0.0,
45557,3194109,Test,start,not succeed,0.0,
45558,9374835,Test,,succeed,37.5,150.0
45559,2937783,Control,start,not succeed,0.0,
45560,5014691,Test,,succeed,78.0,312.0
45561,3057515,Test,confirm,error,0.0,
45562,1905757,Control,,succeed,27.0,108.0
45563,3258217,Test,confirm,error,0.0,
45564,6731163,Test,,succeed,73.0,292.0
45565,3408073,Test,confirm,error,0.0,
45566,5556500,Test,,succeed,71.0,284.0
45567,7638825,Control,confirm,error,0.0,
45568,7241463,Control,start,not succeed,0.0,
45569,9818807,Test,,succeed,53.0,212.0
45570,6748816,Test,start,not succeed,0.0,
45571,1093974,Test,start,not succeed,0.0,
45572,7584263,Control,start,not succeed,0.0,
45573,3194893,Control,start,not succeed,0.0,
45574,7699363,Test,start,not succeed,0.0,
45575,5737391,Test,start,not succeed,0.0,
45576,1998506,Test,,succeed,103.0,412.0
45577,4427457,Test,start,not succeed,0.0,
45578,4400573,Test,,succeed,60.2,241.0
45579,6024105,Control,start,not succeed,0.0,
45580,6752369,Control,confirm,error,0.0,
45581,6541007,Control,start,not succeed,0.0,
45582,3080031,Test,,succeed,48.2,193.0
45583,785135,Test,,succeed,47.2,189.0
45584,3983001,Control,,succeed,37.5,150.0
45585,2627144,Test,start,not succeed,0.0,
45586,3884377,Control,,succeed,34.0,136.0
45587,411480,Control,,succeed,171.8,687.0
45588,6247638,Test,start,not succeed,0.0,
45589,2610145,Control,start,not succeed,0.0,
45590,8187908,Control,,succeed,27.2,109.0
45591,9794185,Control,start,not succeed,0.0,
45592,62284,Test,confirm,error,0.0,
45593,6885624,Control,step_1,error,0.0,
45594,507874,Control,step_1,error,0.0,
45595,3708400,Test,step_1,error,0.0,
45596,8072681,Test,confirm,error,0.0,
45597,6600659,Test,start,not succeed,0.0,
45598,9820853,Control,step_1,error,0.0,
45599,7010070,Control,,succeed,46.0,184.0
45600,7656460,Control,,succeed,346.2,1385.0
45601,1804591,Control,start,not succeed,0.0,
45602,2537933,Control,start,not succeed,0.0,
45603,455226,Test,confirm,error,0.0,
45604,6248719,Control,,succeed,81.8,327.0
45605,6360074,Control,,succeed,62.5,250.0
45606,2738051,Control,confirm,error,0.0,
45607,5592504,Control,confirm,error,0.0,
45608,8402332,Control,start,not succeed,0.0,
45609,3051398,Control,start,not succeed,0.0,
45610,3138887,Control,,succeed,160.0,640.0
45611,1156122,Control,confirm,error,0.0,
45612,1709650,Control,confirm,error,0.0,
45613,9413349,Test,start,not succeed,0.0,
45614,5449329,Control,confirm,error,0.0,
45615,2911975,Control,confirm,error,0.0,
45616,4179251,Control,confirm,error,0.0,
45617,9895197,Control,,succeed,37.8,151.0
45618,1221586,Test,,succeed,81.5,326.0
45619,7267330,Test,start,not succeed,0.0,
45620,4424945,Control,step_1,error,0.0,
45621,5388250,Control,confirm,error,0.0,
45622,8796122,Control,start,not succeed,0.0,
45623,2116261,Control,,succeed,29.0,116.0
45624,9818694,Control,confirm,error,0.0,
45625,7465057,Control,,succeed,45.8,183.0
45626,7390059,Control,start,not succeed,0.0,
45627,4597626,Control,,succeed,104.8,419.0
45628,9335749,Control,,succeed,60.0,240.0
45629,7339400,Test,start,not succeed,0.0,
45630,7164355,Test,,succeed,36.5,146.0
45631,4907030,Test,confirm,error,0.0,
45632,6701318,Control,start,not succeed,0.0,
45633,9955650,Test,confirm,error,0.0,
45634,6898251,Test,,succeed,17.5,70.0
45635,9847730,Control,step_1,error,0.0,
45636,4589092,Control,start,not succeed,0.0,
45637,763889,Control,step_1,error,0.0,
45638,4366013,Test,start,not succeed,0.0,
45639,6321074,Test,start,not succeed,0.0,
45640,4198745,Test,confirm,error,0.0,
45641,2790105,Control,start,not succeed,0.0,
45642,4109719,Test,,succeed,53.5,214.0
45643,6792849,Control,start,not succeed,0.0,
45644,8889690,Test,,succeed,33.5,134.0
45645,5092686,Test,,succeed,63.2,253.0
45646,7444718,Test,start,not succeed,0.0,
45647,363066,Test,start,not succeed,0.0,
45648,6162817,Control,,succeed,46.0,184.0
45649,5513189,Test,,succeed,71.8,287.0
45650,1826773,Test,start,not succeed,0.0,
45651,4432848,Test,confirm,error,0.0,
45652,1701567,Control,start,not succeed,0.0,
45653,5511315,Control,,succeed,68.0,272.0
45654,5936304,Test,,succeed,23.2,93.0
45655,6963461,Test,,succeed,55.5,222.0
45656,2245262,Test,,succeed,148.0,592.0
45657,3166534,Control,start,not succeed,0.0,
45658,3564822,Control,,succeed,113.8,455.0
45659,236486,Control,,succeed,44.0,176.0
45660,9374152,Test,,succeed,43.5,174.0
45661,6804321,Test,,succeed,28.0,112.0
45662,9884451,Test,,succeed,90.0,360.0
45663,871796,Test,,succeed,66.5,266.0
45664,5059283,Test,confirm,error,0.0,
45665,9279130,Test,start,not succeed,0.0,
45666,2597191,Test,,succeed,35.5,142.0
45667,5876920,Test,start,not succeed,0.0,
45668,9937743,Control,start,error,0.0,
45669,3049636,Test,,succeed,44.0,176.0
45670,3813623,Control,,succeed,49.0,196.0
45671,1200335,Control,confirm,error,0.0,
45672,5924067,Test,,succeed,76.5,306.0
45673,9239505,Control,,succeed,71.0,284.0
45674,6474696,Test,start,not succeed,0.0,
45675,1999245,Control,start,not succeed,0.0,
45676,6775155,Test,start,not succeed,0.0,
45677,9788667,Test,,succeed,35.5,142.0
45678,1588162,Test,start,not succeed,0.0,
45679,5245678,Test,,succeed,39.8,159.0
45680,9256451,Test,start,not succeed,0.0,
45681,9043613,Test,confirm,error,0.0,
45682,7520598,Test,confirm,error,0.0,
45683,7419426,Test,start,not succeed,0.0,
45684,1398387,Control,,succeed,49.2,197.0
45685,9729392,Control,confirm,error,0.0,
45686,6533602,Control,start,not succeed,0.0,
45687,2319928,Test,confirm,error,0.0,
45688,2934738,Test,confirm,error,0.0,
